,0,1,2,3,4,5
93,"{'label': 'sadness', 'score': 0.07014736533164978}","{'label': 'joy', 'score': 0.14485782384872437}","{'label': 'love', 'score': 0.026263322681188583}","{'label': 'anger', 'score': 0.3293737769126892}","{'label': 'fear', 'score': 0.41657570004463196}","{'label': 'surprise', 'score': 0.012782009318470955}"
94,"{'label': 'sadness', 'score': 0.4289654791355133}","{'label': 'joy', 'score': 0.23160582780838013}","{'label': 'love', 'score': 0.025379953905940056}","{'label': 'anger', 'score': 0.2525632083415985}","{'label': 'fear', 'score': 0.04021929204463959}","{'label': 'surprise', 'score': 0.021266166120767593}"
95,"{'label': 'sadness', 'score': 0.04874996468424797}","{'label': 'joy', 'score': 0.15503408014774323}","{'label': 'love', 'score': 0.012530251406133175}","{'label': 'anger', 'score': 0.6383194923400879}","{'label': 'fear', 'score': 0.13050106167793274}","{'label': 'surprise', 'score': 0.014865092001855373}"
96,"{'label': 'sadness', 'score': 0.039460763335227966}","{'label': 'joy', 'score': 0.046886663883924484}","{'label': 'love', 'score': 0.007390487007796764}","{'label': 'anger', 'score': 0.832943320274353}","{'label': 'fear', 'score': 0.06881465017795563}","{'label': 'surprise', 'score': 0.004504145588725805}"
97,"{'label': 'sadness', 'score': 0.014501053839921951}","{'label': 'joy', 'score': 0.3572831153869629}","{'label': 'love', 'score': 0.036090169101953506}","{'label': 'anger', 'score': 0.5583891868591309}","{'label': 'fear', 'score': 0.026344118639826775}","{'label': 'surprise', 'score': 0.007392309606075287}"
98,"{'label': 'sadness', 'score': 0.045163556933403015}","{'label': 'joy', 'score': 0.10517140477895737}","{'label': 'love', 'score': 0.0135002750903368}","{'label': 'anger', 'score': 0.7168710231781006}","{'label': 'fear', 'score': 0.10975023359060287}","{'label': 'surprise', 'score': 0.009543546475470066}"
99,"{'label': 'sadness', 'score': 0.023014049977064133}","{'label': 'joy', 'score': 0.6255754232406616}","{'label': 'love', 'score': 0.04156025871634483}","{'label': 'anger', 'score': 0.21915459632873535}","{'label': 'fear', 'score': 0.07358825206756592}","{'label': 'surprise', 'score': 0.017107462510466576}"
0,BOB'S,,,,,
1,BOB'S,,,,,
2,BOB'S,,,,,
3,BOB'S,,,,,
4,BOB'S,,,,,
5,BOB'S,,,,,
6,BOB'S,,,,,
7,BOB'S,,,,,
8,BOB'S,,,,,
9,BOB'S,,,,,
10,BOB'S,,,,,
11,BOB'S,,,,,
12,BOB'S,,,,,
13,BOB'S,,,,,
14,BOB'S,,,,,
15,BOB'S,,,,,
16,BOB'S,,,,,
17,BOB'S,,,,,
18,BOB'S,,,,,
19,BOB'S,,,,,
20,BOB'S,,,,,
21,BOB'S,,,,,
22,BOB'S,,,,,
23,BOB'S,,,,,
24,BOB'S,,,,,
25,BOB'S,,,,,
26,BOB'S,,,,,
27,BOB'S,,,,,
28,BOB'S,,,,,
29,BOB'S,,,,,
30,BOB'S,,,,,
31,BOB'S,,,,,
32,BOB'S,,,,,
33,BOB'S,,,,,
34,BOB'S,,,,,
35,BOB'S,,,,,
36,BOB'S,,,,,
37,BOB'S,,,,,
38,BOB'S,,,,,
39,BOB'S,,,,,
40,BOB'S,,,,,
41,BOB'S,,,,,
42,BOB'S,,,,,
43,BOB'S,,,,,
44,BOB'S,,,,,
45,BOB'S,,,,,
46,BOB'S,,,,,
47,BOB'S,,,,,
48,BOB'S,,,,,
49,BOB'S,,,,,
50,BOB'S,,,,,
51,BOB'S,,,,,
52,BOB'S,,,,,
53,BOB'S,,,,,
54,BOB'S,,,,,
55,BOB'S,,,,,
56,BOB'S,,,,,
57,BOB'S,,,,,
58,BOB'S,,,,,
59,BOB'S,,,,,
60,BOB'S,,,,,
61,BOB'S,,,,,
62,BOB'S,,,,,
63,BOB'S,,,,,
64,BOB'S,,,,,
65,BOB'S,,,,,
66,BOB'S,,,,,
67,BOB'S,,,,,
68,BOB'S,,,,,
69,BOB'S,,,,,
70,BOB'S,,,,,
71,BOB'S,,,,,
72,BOB'S,,,,,
73,BOB'S,,,,,
74,BOB'S,,,,,
75,BOB'S,,,,,
76,BOB'S,,,,,
77,BOB'S,,,,,
78,BOB'S,,,,,
79,BOB'S,,,,,
80,BOB'S,,,,,
81,BOB'S,,,,,
82,BOB'S,,,,,
83,BOB'S,,,,,
84,BOB'S,,,,,
85,BOB'S,,,,,
86,BOB'S,,,,,
87,BOB'S,,,,,
88,BOB'S,,,,,
89,BOB'S,,,,,
90,BOB'S,,,,,
91,BOB'S,,,,,
92,BOB'S,,,,,
93,BOB'S,,,,,
94,BOB'S,,,,,
95,BOB'S,,,,,
96,BOB'S,,,,,
97,BOB'S,,,,,
98,BOB'S,,,,,
99,BOB'S,,,,,
100,BOB'S,,,,,
101,BOB'S,,,,,
102,BOB'S,,,,,
103,BOB'S,,,,,
104,BOB'S,,,,,
105,BOB'S,,,,,
106,BOB'S,,,,,
107,BOB'S,,,,,
108,BOB'S,,,,,
109,BOB'S,,,,,
110,BOB'S,,,,,
111,BOB'S,,,,,
112,BOB'S,,,,,
113,BOB'S,,,,,
114,BOB'S,,,,,
115,BOB'S,,,,,
116,BOB'S,,,,,
117,BOB'S,,,,,
118,BOB'S,,,,,
119,BOB'S,,,,,
120,BOB'S,,,,,
121,BOB'S,,,,,
122,BOB'S,,,,,
123,BOB'S,,,,,
124,BOB'S,,,,,
125,BOB'S,,,,,
126,BOB'S,,,,,
127,BOB'S,,,,,
128,BOB'S,,,,,
129,BOB'S,,,,,
130,BOB'S,,,,,
131,BOB'S,,,,,
132,BOB'S,,,,,
133,BOB'S,,,,,
134,BOB'S,,,,,
135,BOB'S,,,,,
136,BOB'S,,,,,
137,BOB'S,,,,,
138,BOB'S,,,,,
139,BOB'S,,,,,
140,BOB'S,,,,,
141,BOB'S,,,,,
142,BOB'S,,,,,
143,BOB'S,,,,,
144,Açaí,,,,,
145,Açaí,,,,,
146,Açaí,,,,,
147,Açaí,,,,,
148,Açaí,,,,,
149,Açaí,,,,,
150,SUBWAY,,,,,
151,SUBWAY,,,,,
152,SUBWAY,,,,,
153,SUBWAY,,,,,
154,SUBWAY,,,,,
155,SUBWAY,,,,,
156,SUBWAY,,,,,
157,SUBWAY,,,,,
158,SUBWAY,,,,,
159,SUBWAY,,,,,
160,SUBWAY,,,,,
161,SUBWAY,,,,,
162,SUBWAY,,,,,
163,SUBWAY,,,,,
164,SUBWAY,,,,,
165,SUBWAY,,,,,
166,SUBWAY,,,,,
167,SUBWAY,,,,,
168,SUBWAY,,,,,
169,SUBWAY,,,,,
170,Subway,,,,,
171,Subway,,,,,
172,Subway,,,,,
173,Subway,,,,,
174,Subway,,,,,
175,Subway,,,,,
176,Subway,,,,,
177,Subway,,,,,
178,Subway,,,,,
179,Subway,,,,,
180,Subway,,,,,
181,Subway,,,,,
182,Subway,,,,,
183,Subway,,,,,
184,Subway,,,,,
185,Subway,,,,,
186,Subway,,,,,
187,Subway,,,,,
188,Subway,,,,,
189,Subway,,,,,
190,Subway,,,,,
191,Subway,,,,,
192,Subway,,,,,
193,Subway,,,,,
194,Subway,,,,,
195,Subway,,,,,
196,Subway,,,,,
197,Subway,,,,,
198,Subway,,,,,
199,Subway,,,,,
200,Subway,,,,,
201,Subway,,,,,
202,Subway,,,,,
203,Subway,,,,,
204,Subway,,,,,
205,Subway,,,,,
206,Subway,,,,,
207,Subway,,,,,
208,Subway,,,,,
209,Subway,,,,,
210,Subway,,,,,
211,Subway,,,,,
212,Subway,,,,,
213,Subway,,,,,
214,Subway,,,,,
215,Subway,,,,,
216,Subway,,,,,
217,Subway,,,,,
218,Subway,,,,,
219,Subway,,,,,
220,Subway,,,,,
221,Subway,,,,,
222,Subway,,,,,
223,Subway,,,,,
224,Subway,,,,,
225,Subway,,,,,
226,Subway,,,,,
227,Subway,,,,,
228,Subway,,,,,
229,Subway,,,,,
230,Subway,,,,,
231,Subway,,,,,
232,Subway,,,,,
233,Subway,,,,,
234,Subway,,,,,
235,Subway,,,,,
236,Subway,,,,,
237,Subway,,,,,
238,Subway,,,,,
239,Subway,,,,,
240,Subway,,,,,
241,Subway,,,,,
242,Subway,,,,,
243,Subway,,,,,
244,Subway,,,,,
245,Subway,,,,,
246,Subway,,,,,
247,Subway,,,,,
248,Subway,,,,,
249,Subway,,,,,
250,Subway,,,,,
251,Subway,,,,,
252,Subway,,,,,
253,Subway,,,,,
254,Subway,,,,,
255,Subway,,,,,
256,Subway,,,,,
257,Subway,,,,,
258,Subway,,,,,
259,Subway,,,,,
260,Subway,,,,,
261,Subway,,,,,
262,Subway,,,,,
263,Subway,,,,,
264,Subway,,,,,
265,Subway,,,,,
266,Subway,,,,,
267,Subway,,,,,
268,Subway,,,,,
269,Subway,,,,,
270,Subway,,,,,
271,Subway,,,,,
272,Subway,,,,,
273,Subway,,,,,
274,Subway,,,,,
275,Subway,,,,,
276,Subway,,,,,
277,Subway,,,,,
278,Subway,,,,,
279,Subway,,,,,
280,Subway,,,,,
281,Subway,,,,,
282,Subway,,,,,
283,Subway,,,,,
284,Subway,,,,,
285,Subway,,,,,
286,Subway,,,,,
287,Subway,,,,,
288,Subway,,,,,
289,Subway,,,,,
290,Subway,,,,,
291,Subway,,,,,
292,Subway,,,,,
293,Subway,,,,,
294,Subway,,,,,
295,Subway,,,,,
296,Subway,,,,,
297,Subway,,,,,
298,Subway,,,,,
299,Subway,,,,,
300,Subway,,,,,
301,Subway,,,,,
302,Subway,,,,,
303,Subway,,,,,
304,Subway,,,,,
305,Subway,,,,,
306,Subway,,,,,
307,Subway,,,,,
308,Subway,,,,,
309,Subway,,,,,
310,Subway,,,,,
311,Subway,,,,,
312,Subway,,,,,
313,Subway,,,,,
314,Subway,,,,,
315,Subway,,,,,
316,Subway,,,,,
317,Subway,,,,,
318,Subway,,,,,
319,Subway,,,,,
320,Subway,,,,,
321,Subway,,,,,
322,Subway,,,,,
323,Subway,,,,,
324,Subway,,,,,
325,Subway,,,,,
326,Subway,,,,,
327,Subway,,,,,
328,Subway,,,,,
329,Subway,,,,,
330,Subway,,,,,
331,Subway,,,,,
332,Subway,,,,,
333,Subway,,,,,
334,Subway,,,,,
335,Subway,,,,,
336,Subway,,,,,
337,Subway,,,,,
338,Subway,,,,,
339,Subway,,,,,
340,Subway,,,,,
341,Subway,,,,,
342,Subway,,,,,
343,Subway,,,,,
344,Subway,,,,,
345,Subway,,,,,
346,Subway,,,,,
347,Subway,,,,,
348,Subway,,,,,
349,Subway,,,,,
350,Subway,,,,,
351,Subway,,,,,
352,Subway,,,,,
353,Subway,,,,,
354,Subway,,,,,
355,Subway,,,,,
356,Subway,,,,,
357,Subway,,,,,
358,Subway,,,,,
359,Subway,,,,,
360,Subway,,,,,
361,Subway,,,,,
362,Subway,,,,,
363,Subway,,,,,
364,Subway,,,,,
365,Subway,,,,,
366,Subway,,,,,
367,Subway,,,,,
368,Subway,,,,,
369,Subway,,,,,
370,Subway,,,,,
371,Subway,,,,,
372,Subway,,,,,
373,Subway,,,,,
374,Subway,,,,,
375,Subway,,,,,
376,Subway,,,,,
377,Subway,,,,,
378,Subway,,,,,
379,Subway,,,,,
380,Subway,,,,,
381,Subway,,,,,
382,Subway,,,,,
383,Subway,,,,,
384,Subway,,,,,
385,Subway,,,,,
386,Subway,,,,,
387,Subway,,,,,
388,Subway,,,,,
389,Subway,,,,,
390,Subway,,,,,
391,Subway,,,,,
392,Subway,,,,,
393,Subway,,,,,
394,Subway,,,,,
395,Subway,,,,,
396,Subway,,,,,
397,Subway,,,,,
398,Subway,,,,,
399,Subway,,,,,
400,Subway,,,,,
401,Subway,,,,,
402,Subway,,,,,
403,Subway,,,,,
404,Subway,,,,,
405,Subway,,,,,
406,Subway,,,,,
407,Subway,,,,,
408,Subway,,,,,
409,Subway,,,,,
410,Subway,,,,,
411,Subway,,,,,
412,Subway,,,,,
413,Subway,,,,,
414,Subway,,,,,
415,Subway,,,,,
416,Subway,,,,,
417,Subway,,,,,
418,Subway,,,,,
419,Subway,,,,,
420,Subway,,,,,
421,Subway,,,,,
422,Subway,,,,,
423,Subway,,,,,
424,Subway,,,,,
425,Subway,,,,,
426,Subway,,,,,
427,Subway,,,,,
428,Subway,,,,,
429,Subway,,,,,
430,Subway,,,,,
431,Subway,,,,,
432,Subway,,,,,
433,Subway,,,,,
434,Subway,,,,,
435,Subway,,,,,
436,Subway,,,,,
437,Subway,,,,,
438,Subway,,,,,
439,Subway,,,,,
440,Subway,,,,,
441,Subway,,,,,
442,Subway,,,,,
443,Subway,,,,,
444,Subway,,,,,
445,Subway,,,,,
446,Subway,,,,,
447,Subway,,,,,
448,Subway,,,,,
449,Subway,,,,,
450,Subway,,,,,
451,Subway,,,,,
452,Subway,,,,,
453,Subway,,,,,
454,Subway,,,,,
455,Subway,,,,,
456,Subway,,,,,
457,Subway,,,,,
458,Subway,,,,,
459,Subway,,,,,
460,Subway,,,,,
461,Subway,,,,,
462,Subway,,,,,
463,Subway,,,,,
464,Subway,,,,,
465,Subway,,,,,
466,Subway,,,,,
467,Subway,,,,,
468,Subway,,,,,
469,Subway,,,,,
470,Subway,,,,,
471,Subway,,,,,
472,Subway,,,,,
473,Subway,,,,,
474,Subway,,,,,
475,Subway,,,,,
476,Subway,,,,,
477,Subway,,,,,
478,Subway,,,,,
479,Subway,,,,,
480,Subway,,,,,
481,Subway,,,,,
482,Subway,,,,,
483,Subway,,,,,
484,Subway,,,,,
485,Subway,,,,,
486,Subway,,,,,
487,Subway,,,,,
488,Subway,,,,,
489,Subway,,,,,
490,Subway,,,,,
491,Subway,,,,,
492,Subway,,,,,
493,Subway,,,,,
494,Subway,,,,,
495,Subway,,,,,
496,Subway,,,,,
497,Subway,,,,,
498,Subway,,,,,
499,Subway,,,,,
500,Subway,,,,,
501,Subway,,,,,
502,Subway,,,,,
503,Subway,,,,,
504,Subway,,,,,
505,Subway,,,,,
506,Subway,,,,,
507,Subway,,,,,
508,Subway,,,,,
509,Subway,,,,,
510,Subway,,,,,
511,Subway,,,,,
512,Subway,,,,,
513,Subway,,,,,
514,Subway,,,,,
515,Subway,,,,,
516,Subway,,,,,
517,Subway,,,,,
518,Subway,,,,,
519,Subway,,,,,
520,Subway,,,,,
521,Subway,,,,,
522,Subway,,,,,
523,Subway,,,,,
524,Subway,,,,,
525,Subway,,,,,
526,Subway,,,,,
527,Subway,,,,,
528,Subway,,,,,
529,Subway,,,,,
530,Subway,,,,,
531,Subway,,,,,
532,Subway,,,,,
533,Subway,,,,,
534,Subway,,,,,
535,Subway,,,,,
536,Subway,,,,,
537,Subway,,,,,
538,Subway,,,,,
539,Subway,,,,,
540,Subway,,,,,
541,Subway,,,,,
542,Subway,,,,,
543,Subway,,,,,
544,Subway,,,,,
545,Subway,,,,,
546,Subway,,,,,
547,Subway,,,,,
548,Subway,,,,,
549,Subway,,,,,
550,Subway,,,,,
551,Subway,,,,,
552,Subway,,,,,
553,Subway,,,,,
554,Subway,,,,,
555,Subway,,,,,
556,Subway,,,,,
557,Subway,,,,,
558,Subway,,,,,
559,Subway,,,,,
560,Subway,,,,,
561,Subway,,,,,
562,Subway,,,,,
563,Subway,,,,,
564,Subway,,,,,
565,Subway,,,,,
566,Subway,,,,,
567,Subway,,,,,
568,Subway,,,,,
569,Subway,,,,,
570,Subway,,,,,
571,Subway,,,,,
572,Subway,,,,,
573,Subway,,,,,
574,Subway,,,,,
575,Subway,,,,,
576,Subway,,,,,
577,Subway,,,,,
578,Subway,,,,,
579,Subway,,,,,
580,Subway,,,,,
581,Subway,,,,,
582,Subway,,,,,
583,Subway,,,,,
584,Subway,,,,,
585,Subway,,,,,
586,Subway,,,,,
587,Subway,,,,,
588,Subway,,,,,
589,Subway,,,,,
590,Subway,,,,,
591,Subway,,,,,
592,Subway,,,,,
593,Subway,,,,,
594,Subway,,,,,
595,Subway,,,,,
596,Subway,,,,,
597,Burguer,,,,,
598,Burguer,,,,,
599,Burguer,,,,,
600,Dom Zé,,,,,
601,Dom Zé,,,,,
602,Dom Zé,,,,,
603,Dom Zé,,,,,
604,Dom Zé,,,,,
605,Dom Zé,,,,,
606,Dom Zé,,,,,
607,Dom Zé,,,,,
608,Dom Zé,,,,,
609,Dom Zé,,,,,
610,Dom Zé,,,,,
611,Dom Zé,,,,,
612,Dom Zé,,,,,
613,Dom Zé,,,,,
614,Dom Zé,,,,,
615,Dom Zé,,,,,
616,Dom Zé,,,,,
617,Dom Zé,,,,,
618,Dom Zé,,,,,
619,Dom Zé,,,,,
620,Dom Zé,,,,,
621,Dom Zé,,,,,
622,Dom Zé,,,,,
623,Dom Zé,,,,,
624,Dom Zé,,,,,
625,Dom Zé,,,,,
626,Dom Zé,,,,,
627,Dom Zé,,,,,
628,Dom Zé,,,,,
629,Dom Zé,,,,,
630,Dom Zé,,,,,
631,Dom Zé,,,,,
632,Dom Zé,,,,,
633,Dom Zé,,,,,
634,Dom Zé,,,,,
635,Dom Zé,,,,,
636,Dom Zé,,,,,
637,Dom Zé,,,,,
638,Dom Zé,,,,,
639,Dom Zé,,,,,
640,Flambas,,,,,
641,Flambas,,,,,
642,Flambas,,,,,
643,Flambas,,,,,
644,Flambas,,,,,
645,Spoleto,,,,,
646,Spoleto,,,,,
647,Spoleto,,,,,
648,Spoleto,,,,,
649,Spoleto,,,,,
650,Spoleto,,,,,
651,Spoleto,,,,,
652,Spoleto,,,,,
653,Spoleto,,,,,
654,Spoleto,,,,,
655,Spoleto,,,,,
656,Spoleto,,,,,
657,Spoleto,,,,,
658,Spoleto,,,,,
659,Spoleto,,,,,
660,Spoleto,,,,,
661,Spoleto,,,,,
662,Spoleto,,,,,
663,Spoleto,,,,,
664,Spoleto,,,,,
665,Spoleto,,,,,
666,Spoleto,,,,,
667,Spoleto,,,,,
668,Spoleto,,,,,
669,Spoleto,,,,,
670,Spoleto,,,,,
671,Spoleto,,,,,
672,Spoleto,,,,,
673,Spoleto,,,,,
674,Spoleto,,,,,
675,Spoleto,,,,,
676,Spoleto,,,,,
677,Spoleto,,,,,
678,Spoleto,,,,,
679,Spoleto,,,,,
680,Spoleto,,,,,
681,Spoleto,,,,,
682,Spoleto,,,,,
683,Spoleto,,,,,
684,Spoleto,,,,,
685,Spoleto,,,,,
686,Spoleto,,,,,
687,Spoleto,,,,,
688,Spoleto,,,,,
689,Spoleto,,,,,
690,Spoleto,,,,,
691,Spoleto,,,,,
692,Spoleto,,,,,
693,Spoleto,,,,,
694,Spoleto,,,,,
695,Spoleto,,,,,
696,Spoleto,,,,,
697,Spoleto,,,,,
698,Spoleto,,,,,
699,Spoleto,,,,,
700,Spoleto,,,,,
701,Spoleto,,,,,
702,Spoleto,,,,,
703,Spoleto,,,,,
704,Spoleto,,,,,
705,Spoleto,,,,,
706,Spoleto,,,,,
707,Spoleto,,,,,
708,Spoleto,,,,,
709,Spoleto,,,,,
710,Spoleto,,,,,
711,Spoleto,,,,,
712,Spoleto,,,,,
713,Spoleto,,,,,
714,Spoleto,,,,,
715,Spoleto,,,,,
716,Spoleto,,,,,
717,Spoleto,,,,,
718,Spoleto,,,,,
719,Spoleto,,,,,
720,Spoleto,,,,,
721,Spoleto,,,,,
722,Spoleto,,,,,
723,Spoleto,,,,,
724,Spoleto,,,,,
725,Spoleto,,,,,
726,Spoleto,,,,,
727,Spoleto,,,,,
728,Spoleto,,,,,
729,Spoleto,,,,,
730,Spoleto,,,,,
731,Spoleto,,,,,
732,Spoleto,,,,,
733,Spoleto,,,,,
734,Spoleto,,,,,
735,Spoleto,,,,,
736,Spoleto,,,,,
737,Spoleto,,,,,
738,Spoleto,,,,,
739,Spoleto,,,,,
740,Spoleto,,,,,
741,Spoleto,,,,,
742,Spoleto,,,,,
743,Spoleto,,,,,
744,Spoleto,,,,,
745,Spoleto,,,,,
746,Spoleto,,,,,
747,Spoleto,,,,,
748,Spoleto,,,,,
749,Spoleto,,,,,
750,Spoleto,,,,,
751,Spoleto,,,,,
752,Spoleto,,,,,
753,Spoleto,,,,,
754,Spoleto,,,,,
755,Spoleto,,,,,
756,Spoleto,,,,,
757,Spoleto,,,,,
758,Spoleto,,,,,
759,Spoleto,,,,,
760,Spoleto,,,,,
761,Spoleto,,,,,
762,Spoleto,,,,,
763,Spoleto,,,,,
764,Spoleto,,,,,
765,Spoleto,,,,,
766,Spoleto,,,,,
767,Spoleto,,,,,
768,Spoleto,,,,,
769,Spoleto,,,,,
770,Spoleto,,,,,
771,Spoleto,,,,,
772,Spoleto,,,,,
773,Spoleto,,,,,
774,Spoleto,,,,,
775,Spoleto,,,,,
776,Spoleto,,,,,
777,Spoleto,,,,,
778,Spoleto,,,,,
779,Spoleto,,,,,
780,Spoleto,,,,,
781,Spoleto,,,,,
782,Spoleto,,,,,
783,Spoleto,,,,,
784,Spoleto,,,,,
785,Spoleto,,,,,
786,Spoleto,,,,,
787,Spoleto,,,,,
788,Spoleto,,,,,
789,Spoleto,,,,,
790,Spoleto,,,,,
791,Spoleto,,,,,
792,Spoleto,,,,,
793,Spoleto,,,,,
794,Spoleto,,,,,
795,Spoleto,,,,,
796,Spoleto,,,,,
797,Spoleto,,,,,
798,Spoleto,,,,,
799,Spoleto,,,,,
800,Spoleto,,,,,
801,Spoleto,,,,,
802,Spoleto,,,,,
803,Spoleto,,,,,
804,Spoleto,,,,,
805,Spoleto,,,,,
806,Spoleto,,,,,
807,Spoleto,,,,,
808,Spoleto,,,,,
809,Spoleto,,,,,
810,Spoleto,,,,,
811,Spoleto,,,,,
812,Spoleto,,,,,
813,Spoleto,,,,,
814,Spoleto,,,,,
815,Spoleto,,,,,
816,Spoleto,,,,,
817,Spoleto,,,,,
818,Spoleto,,,,,
819,Spoleto,,,,,
820,Spoleto,,,,,
821,Spoleto,,,,,
822,Spoleto,,,,,
823,Spoleto,,,,,
824,Spoleto,,,,,
825,Spoleto,,,,,
826,Spoleto,,,,,
827,Spoleto,,,,,
828,Spoleto,,,,,
829,Spoleto,,,,,
830,Spoleto,,,,,
831,Spoleto,,,,,
832,Spoleto,,,,,
833,Spoleto,,,,,
834,Spoleto,,,,,
835,Spoleto,,,,,
836,Spoleto,,,,,
837,Spoleto,,,,,
838,Spoleto,,,,,
839,Spoleto,,,,,
840,Spoleto,,,,,
841,Spoleto,,,,,
842,Spoleto,,,,,
843,Spoleto,,,,,
844,Spoleto,,,,,
845,Spoleto,,,,,
846,Spoleto,,,,,
847,Spoleto,,,,,
848,Spoleto,,,,,
849,Spoleto,,,,,
850,Spoleto,,,,,
851,Spoleto,,,,,
852,Spoleto,,,,,
853,Spoleto,,,,,
854,Spoleto,,,,,
855,Spoleto,,,,,
856,Spoleto,,,,,
857,Spoleto,,,,,
858,Spoleto,,,,,
859,Spoleto,,,,,
860,Spoleto,,,,,
861,Spoleto,,,,,
862,Spoleto,,,,,
863,Spoleto,,,,,
864,Spoleto,,,,,
865,Spoleto,,,,,
866,Spoleto,,,,,
867,Spoleto,,,,,
868,Spoleto,,,,,
869,Spoleto,,,,,
